child,parent1,parent2
Ragnahawk,Foxcicle,Blazamut Ryu
Ragnahawk,Rayhound,Blazamut Ryu
Ragnahawk,Tombat,Bellanoir
Ragnahawk,Tombat,Bellanoir Libero
Ragnahawk,Tombat,Blazamut Ryu
Ragnahawk,Beakon,Sootseer
Ragnahawk,Elphidran Aqua,Menasting Terra
Ragnahawk,Azurobe,Menasting Terra
Ragnahawk,Azurobe,Knocklem
Ragnahawk,Cryolinx,Bushi Noct
Ragnahawk,Relaxaurus,Xenovader
Ragnahawk,Reptyro,Xenogard
Ragnahawk,Reptyro Cryst,Sootseer
Ragnahawk,Kingpaca Cryst,Quivern Botan
Ragnahawk,Mammorest,Xenovader
Ragnahawk,Mammorest Cryst,Xenovader
Ragnahawk,Wumpo Botan,Knocklem
Ragnahawk,Warsect,Xenogard
Ragnahawk,Anubis,Helzephyr Lux
Ragnahawk,Jormuntide,Xenovader
Ragnahawk,Jormuntide,Xenogard
Ragnahawk,Jormuntide Ignis,Xenovader
Ragnahawk,Jormuntide Ignis,Xenogard
Ragnahawk,Suzaku,Shroomer
Ragnahawk,Suzaku,Shroomer Noct
Ragnahawk,Suzaku Aqua,Shroomer
Ragnahawk,Suzaku Aqua,Shroomer Noct
Ragnahawk,Grizzbolt,Sootseer
Ragnahawk,Lyleen Noct,Sootseer
Ragnahawk,Shadowbeak,Katress Ignis
Ragnahawk,Shadowbeak,Shroomer
Ragnahawk,Paladius,Katress Ignis
Ragnahawk,Paladius,Dogen
Ragnahawk,Paladius,Dazemu
Ragnahawk,Necromus,Katress Ignis
Ragnahawk,Necromus,Dazemu
Ragnahawk,Frostallion,Bushi Noct
Ragnahawk,Frostallion Noct,Bushi Noct
Ragnahawk,Frostallion Noct,Dogen
Ragnahawk,Frostallion Noct,Dazemu
Ragnahawk,Jetragon,Katress Ignis
Ragnahawk,Jetragon,Dogen
Ragnahawk,Jetragon,Dazemu
Ragnahawk,Quivern Botan,Xenogard
Ragnahawk,Selyne,Xenogard
Ragnahawk,Vanwyrm Cryst,Cryolinx Terra
Ragnahawk,Incineram,Bastigor
Ragnahawk,Incineram,Cryolinx Terra
Ragnahawk,Incineram Noct,Bastigor
Ragnahawk,Surfent,Silvegis
Ragnahawk,Surfent Terra,Silvegis
Ragnahawk,Sootseer,Silvegis
Ragnahawk,Elphidran,Silvegis
Ragnahawk,Elphidran Aqua,Silvegis
Ragnahawk,Elphidran Aqua,Faleris Aqua
Ragnahawk,Penking,Faleris Aqua
Ragnahawk,Grintale,Xenolord
Ragnahawk,Grintale,Faleris Aqua
Ragnahawk,Gildane,Xenolord
Ragnahawk,Gildane,Faleris Aqua
Ragnahawk,Azurobe,Xenolord
Ragnahawk,Azurobe,Faleris Aqua
Ragnahawk,Azurobe,Warsect Terra
Ragnahawk,Cinnamoth,Xenolord
Ragnahawk,Cinnamoth,Warsect Terra
Ragnahawk,Wumpo Botan,Xenolord
Ragnahawk,Wumpo Botan,Warsect Terra
Ragnahawk,Kingpaca,Warsect Terra
Ragnahawk,Sweepa,Starryon
Ragnahawk,Mossanda Lux,Starryon
Ragnahawk,Ragnahawk,Starryon
Ragnahawk,Ragnahawk,Azurmane
Ragnahawk,Faleris,Azurmane
Ragnahawk,Starryon,Azurmane
Ragnahawk,Pyrin,Azurmane
Ragnahawk,Prixter,Azurmane
Ragnahawk,Quivern,Azurmane
Ragnahawk,Selyne,Azurmane
Ragnahawk,Warsect Terra,Gildane
Ragnahawk,Relaxaurus Lux,Gildane
Ragnahawk,Knocklem,Gildane
Ragnahawk,Menasting,Gildane
Ragnahawk,Lyleen,Gildane
Ragnahawk,Menasting Terra,Gildane
Ragnahawk,Pyrin Noct,Gildane
Ragnahawk,Astegon,Omascul
Ragnahawk,Orserk,Omascul
Ragnahawk,Cryolinx,Omascul
Ragnahawk,Cryolinx,Nyafia
Ragnahawk,Frostallion,Omascul
Ragnahawk,Frostallion,Nyafia
Ragnahawk,Frostallion Noct,Nyafia
Ragnahawk,Necromus,Nitemary
Ragnahawk,Shadowbeak,Nitemary
Ragnahawk,Suzaku,Nitemary
Ragnahawk,Suzaku,Splatterina
Ragnahawk,Suzaku Aqua,Splatterina
Ragnahawk,Suzaku Aqua,Kitsun Noct
Ragnahawk,Blazamut,Prunelia
Ragnahawk,Blazamut,Kitsun Noct
Ragnahawk,Blazamut Ryu,Prunelia
Ragnahawk,Bellanoir,Prunelia
Ragnahawk,Bellanoir Libero,Prunelia
Ragnahawk,Croajiro Noct,Blazamut
Ragnahawk,Croajiro Noct,Blazamut Ryu
Ragnahawk,Croajiro Noct,Bellanoir
Ragnahawk,Croajiro Noct,Bellanoir Libero
Ragnahawk,Polapup,Suzaku Aqua
Ragnahawk,Polapup,Blazamut
Ragnahawk,Polapup,Blazamut Ryu
Ragnahawk,Polapup,Bellanoir
Ragnahawk,Polapup,Bellanoir Libero
Ragnahawk,Frostplume,Frostallion
Ragnahawk,Frostplume,Frostallion Noct
Ragnahawk,Frostplume,Jetragon
Ragnahawk,Frostplume,Neptilius
Ragnahawk,Icelyn,Bastigor
Ragnahawk,Icelyn,Cryolinx Terra
Ragnahawk,Icelyn,Astegon
Ragnahawk,Icelyn,Orserk
Ragnahawk,Ghangler,Menasting Terra
Ragnahawk,Ghangler,Lyleen
Ragnahawk,Ghangler,Faleris Aqua
Ragnahawk,Ghangler,Pyrin Noct
Ragnahawk,Ghangler,Reptyro Cryst
Ragnahawk,Ghangler,Beakon
Ragnahawk,Ghangler Ignis,Warsect Terra
Ragnahawk,Ghangler Ignis,Relaxaurus Lux
Ragnahawk,Ghangler Ignis,Knocklem
Ragnahawk,Ghangler Ignis,Xenolord
Ragnahawk,Ghangler Ignis,Menasting
Ragnahawk,Ghangler Ignis,Menasting Terra
Ragnahawk,Ghangler Ignis,Lyleen
Ragnahawk,Ghangler Ignis,Faleris Aqua
Ragnahawk,Ghangler Ignis,Pyrin Noct
Ragnahawk,Penking Lux,Mammorest Cryst
Ragnahawk,Penking Lux,Relaxaurus
Ragnahawk,Penking Lux,Warsect Terra
Ragnahawk,Penking Lux,Relaxaurus Lux
Ragnahawk,Penking Lux,Knocklem
Ragnahawk,Penking Lux,Xenolord
Ragnahawk,Penking Lux,Menasting
Ragnahawk,Azurobe Cryst,Mammorest
Ragnahawk,Azurobe Cryst,Mammorest Cryst
Ragnahawk,Azurobe Cryst,Relaxaurus
Ragnahawk,Azurobe Cryst,Warsect Terra
Ragnahawk,Azurobe Cryst,Relaxaurus Lux
Ragnahawk,Azurobe Cryst,Knocklem
Ragnahawk,Azurobe Cryst,Xenolord
Ragnahawk,Palumba,Reptyro
Ragnahawk,Palumba,Jormuntide Ignis
Ragnahawk,Palumba,Jormuntide
Ragnahawk,Palumba,Mammorest
Ragnahawk,Palumba,Mammorest Cryst
Ragnahawk,Whalaska,Elizabee
Ragnahawk,Whalaska,Reptyro
Ragnahawk,Whalaska,Jormuntide Ignis
Ragnahawk,Whalaska,Jormuntide
Ragnahawk,Whalaska,Mammorest
Ragnahawk,Whalaska,Braloha
Ragnahawk,Whalaska Ignis,Quivern
Ragnahawk,Whalaska Ignis,Selyne
Ragnahawk,Whalaska Ignis,Warsect
Ragnahawk,Whalaska Ignis,Quivern Botan
Ragnahawk,Whalaska Ignis,Elizabee
Ragnahawk,Whalaska Ignis,Reptyro
Ragnahawk,Whalaska Ignis,Jormuntide Ignis
Ragnahawk,Whalaska Ignis,Braloha
Ragnahawk,Braloha,Kingpaca Cryst
Ragnahawk,Braloha,Xenogard
Ragnahawk,Braloha,Mossanda
Ragnahawk,Braloha,Nitewing
Ragnahawk,Braloha,Sweepa
Ragnahawk,Neptilius,Katress Ignis
Ragnahawk,Neptilius,Univolt
Ragnahawk,Neptilius,Dazemu
Ragnahawk,Neptilius,Blazehowl Noct
Ragnahawk,Neptilius,Dogen
Ragnahawk,Neptilius,Vanwyrm
Katress,Gumoss,Astegon
Katress,Jolthog Cryst,Suzaku Aqua
Katress,Jolthog,Suzaku Aqua
Katress,Penking,Reindrix
Katress,Penking,Celaray
Katress,Pengullet,Suzaku
Katress,Rooby,Reptyro Cryst
Katress,Rooby,Pyrin Noct
Katress,Tanzee,Orserk
Katress,Tanzee,Astegon
Katress,Fuack,Necromus
Katress,Fuack,Shadowbeak
Katress,Gobfin,Jormuntide
Katress,Gobfin,Mammorest
Katress,Bristla,Necromus
Katress,Bristla,Paladius
Katress,Mozzarina,Wumpo Botan
Katress,Mozzarina,Cinnamoth
Katress,Flopie,Frostallion
Katress,Tocotoco,Shadowbeak
Katress,Tocotoco,Suzaku
Katress,Direhowl,Warsect
Katress,Direhowl,Elizabee
Katress,Celaray,Elphidran Aqua
Katress,Killamari,Frostallion Noct
Katress,Nox,Lyleen Noct
Katress,Nox,Beakon
Katress,Rushoar,Menasting
Katress,Rushoar,Relaxaurus Lux
Katress,Depresso,Blazamut
Katress,Hoocrates,Blazamut
Katress,Galeclaw,Pyrin
Katress,Loupmoon,Kingpaca Cryst
Katress,Loupmoon,Sibelyx
Katress,Leezpunk Ignis,Lyleen
Katress,Leezpunk Ignis,Menasting
Katress,Leezpunk,Relaxaurus Lux
Katress,Leezpunk,Relaxaurus
Katress,Cawgnito,Jormuntide Ignis
Katress,Cawgnito,Jormuntide
Katress,Cawgnito,Reptyro
Katress,Dumud,Azurobe
Katress,Cinnamoth,Dumud
Katress,Incineram Noct,Dinossom Lux
Katress,Incineram Noct,Dinossom
Katress,Incineram,Dinossom Lux
Katress,Incineram,Chillet
Katress,Ribbuny,Jetragon
Katress,Ribbuny,Paladius
Katress,Nitewing,Fenglope
Katress,Eikthyrdeer Terra,Azurobe
Katress,Eikthyrdeer Terra,Cinnamoth
Katress,Eikthyrdeer,Wumpo Botan
Katress,Eikthyrdeer,Kingpaca
Katress,Melpaca,Azurobe
Katress,Melpaca,Grintale
Katress,Caprity,Wumpo
Katress,Caprity,Kingpaca
Katress,Woolipop,Lyleen Noct
Katress,Woolipop,Grizzbolt
Katress,Mossanda Lux,Felbat
Katress,Mossanda Lux,Robinquill Terra
Katress,Gobfin Ignis,Mammorest Cryst
Katress,Gobfin Ignis,Mammorest
Katress,Vanwyrm Cryst,Petallia
Katress,Lovander,Wumpo
Katress,Lovander,Sibelyx
Katress,Tombat,Bushi
Katress,Digtoise,Elphidran
Katress,Maraith,Lyleen
Katress,Surfent Terra,Broncherry Aqua
Katress,Surfent Terra,Digtoise
Katress,Surfent,Broncherry Aqua
Katress,Dinossom,Anubis
Katress,Lunaris,Mammorest Cryst
Katress,Lunaris,Relaxaurus
Katress,Dazzi,Helzephyr
Katress,Kitsun,Anubis
Katress,Kitsun,Surfent
Katress,Rayhound,Vanwyrm
Katress,Pyrin Noct,Wixen
Katress,Pyrin Noct,Maraith
Katress,Foxcicle,Bushi
Katress,Univolt,Blazehowl
Katress,Sweepa,Fenglope
Katress,Sweepa,Verdash
Katress,Swee,Jetragon
Katress,Swee,Frostallion Noct
Katress,Grintale,Reindrix
Katress,Beegarde,Jormuntide Ignis
Katress,Beegarde,Reptyro
Katress,Beegarde,Elizabee
Katress,Gorirat,Quivern
Katress,Gorirat,Pyrin
Katress,Robinquill,Faleris
Katress,Robinquill,Ragnahawk
Katress,Galeclaw,Faleris
Katress,Kelpsea Ignis,Frostallion
Katress,Kelpsea Ignis,Cryolinx
Katress,Kelpsea,Orserk
Katress,Kelpsea,Cryolinx
Katress,Elphidran Aqua,Broncherry
Katress,Elphidran,Broncherry
Katress,Vaelet,Quivern
Katress,Vaelet,Warsect
Katress,Wixen,Reptyro Cryst
Katress,Katress,Katress
Katress,Ragnahawk,Felbat
Katress,Foxparks,Bellanoir
Katress,Foxparks,Bellanoir Libero
Katress,Hoocrates,Bellanoir
Katress,Hoocrates,Bellanoir Libero
Katress,Hoocrates,Blazamut Ryu
Katress,Depresso,Bellanoir
Katress,Depresso,Bellanoir Libero
Katress,Depresso,Blazamut Ryu
Katress,Rushoar,Knocklem
Katress,Fuddler,Helzephyr Lux
Katress,Direhowl,Quivern Botan
Katress,Caprity,Xenovader
Katress,Eikthyrdeer,Xenovader
Katress,Incineram,Croajiro
Katress,Cinnamoth,Lullu
Katress,Leezpunk,Knocklem
Katress,Leezpunk Ignis,Menasting Terra
Katress,Loupmoon,Xenogard
Katress,Galeclaw,Prixter
Katress,Gorirat,Selyne
Katress,Gorirat,Prixter
Katress,Univolt,Shroomer
Katress,Pyrin,Gorirat Terra
Katress,Pyrin Noct,Wixen Noct
Katress,Rayhound,Bushi Noct
Katress,Dazzi,Helzephyr Lux
Katress,Maraith,Menasting Terra
Katress,Digtoise,Sootseer
Katress,Tombat,Bushi Noct
Katress,Vanwyrm,Shroomer Noct
Katress,Katress,Katress Ignis
Katress,Vaelet,Quivern Botan
Katress,Vaelet,Selyne
Katress,Sibelyx,Yakumo
Katress,Blazehowl,Katress Ignis
Katress,Blazehowl,Dazemu
Katress,Blazehowl Noct,Shroomer
Katress,Blazehowl Noct,Shroomer Noct
Katress,Relaxaurus Lux,Kikit
Katress,Broncherry Aqua,Sootseer
Katress,Kingpaca Cryst,Yakumo
Katress,Wumpo Botan,Lullu
Katress,Helzephyr,Mimog
Katress,Menasting,Kikit
Katress,Grizzbolt,Mimog
Katress,Lyleen,Wixen Noct
Katress,Faleris,Gorirat Terra
Katress,Gorirat Terra,Prixter
Katress,Wixen Noct,Menasting Terra
Katress,Shroomer,Dogen
Katress,Shroomer,Dazemu
Katress,Shroomer Noct,Dogen
Katress,Kikit,Knocklem
Katress,Gumoss,Cryolinx Terra
Katress,Daedream,Bastigor
Katress,Daedream,Cryolinx Terra
Katress,Fuddler,Bastigor
Katress,Nox,Silvegis
Katress,Rooby,Faleris Aqua
Katress,Maraith,Faleris Aqua
Katress,Wixen Noct,Faleris Aqua
Katress,Leezpunk Ignis,Faleris Aqua
Katress,Rushoar,Xenolord
Katress,Kikit,Xenolord
Katress,Kikit,Warsect Terra
Katress,Leezpunk,Xenolord
Katress,Leezpunk,Warsect Terra
Katress,Lunaris,Warsect Terra
Katress,Galeclaw,Starryon
Katress,Gorirat Terra,Starryon
Katress,Robinquill,Starryon
Katress,Robinquill Terra,Azurmane
Katress,Verdash,Azurmane
Katress,Dumud,Gildane
Katress,Melpaca,Gildane
Katress,Reindrix,Gildane
Katress,Foxcicle,Omascul
Katress,Prunelia,Omascul
Katress,Prunelia,Nyafia
Katress,Tombat,Nyafia
Katress,Rayhound,Nyafia
Katress,Katress Ignis,Nitemary
Katress,Univolt,Nitemary
Katress,Dazemu,Splatterina
Katress,Blazehowl Noct,Splatterina
Katress,Dogen,Splatterina
Katress,Dogen,Kitsun Noct
Katress,Vanwyrm,Splatterina
Katress,Vanwyrm,Kitsun Noct
Katress,Bushi Noct,Kitsun Noct
Katress,Bushi,Prunelia
Katress,Incineram,Loupmoon Cryst
Katress,Incineram Noct,Celesdir
Katress,Incineram Noct,Loupmoon Cryst
Katress,Anubis,Celesdir
Katress,Anubis,Tarantriss
Katress,Surfent,Tarantriss
Katress,Surfent,Fenglope Lux
Katress,Surfent Terra,Fenglope Lux
Katress,Sootseer,Caprity Noct
Katress,Elphidran,Caprity Noct
Katress,Elphidran Aqua,Caprity Noct
Katress,Relaxaurus,Dazzi Noct
Katress,Warsect Terra,Dazzi Noct
Katress,Relaxaurus Lux,Dazzi Noct
Katress,Helzephyr,Ribbuny Botan
Katress,Helzephyr Lux,Ribbuny Botan
Katress,Astegon,Smokie
Katress,Orserk,Smokie
Katress,Jetragon,Foxparks Cryst
Katress,Paladius,Foxparks Cryst
Katress,Jellroy,Blazamut Ryu
Katress,Jellroy,Bellanoir
Katress,Jellroy,Bellanoir Libero
Katress,Jelliette,Blazamut
Katress,Jelliette,Blazamut Ryu
Katress,Jelliette,Bellanoir
Katress,Jelliette,Bellanoir Libero
Katress,Munchill,Shadowbeak
Katress,Munchill,Suzaku
Katress,Pengullet Lux,Jetragon
Katress,Pengullet Lux,Paladius
Katress,Pengullet Lux,Neptilius
Katress,Finsider,Frostallion Noct
Katress,Finsider,Jetragon
Katress,Finsider,Neptilius
Katress,Fuack Ignis,Frostallion Noct
Katress,Finsider Ignis,Orserk
Katress,Finsider Ignis,Cryolinx
Katress,Killamari Primo,Astegon
Katress,Killamari Primo,Orserk
Katress,Gloopie,Grizzbolt
Katress,Gloopie,Helzephyr
Katress,Turtacle,Mammorest Cryst
Katress,Turtacle,Relaxaurus
Katress,Turtacle Terra,Elizabee
Katress,Turtacle Terra,Reptyro
Katress,Turtacle Terra,Braloha
Katress,Dumud Gild,Sootseer
Katress,Dumud Gild,Elphidran
Katress,Dumud Gild,Elphidran Aqua
Katress,Celaray Lux,Anubis
Katress,Celaray Lux,Surfent
Katress,Croajiro Noct,Omascul
Katress,Croajiro Noct,Vanwyrm Cryst
Katress,Polapup,Bushi Noct
Katress,Polapup,Nyafia
Katress,Polapup,Bushi
Katress,Polapup,Frostplume
Katress,Frostplume,Rayhound
Katress,Frostplume,Kitsun Noct
Katress,Frostplume,Shroomer Noct
Katress,Icelyn,Croajiro
Katress,Icelyn,Arsox
Katress,Icelyn,Chillet Ignis
Katress,Icelyn,Petallia
Katress,Ghangler,Celaray
Katress,Ghangler,Broncherry
Katress,Ghangler Ignis,Dumud
Katress,Ghangler Ignis,Melpaca
Katress,Ghangler Ignis,Reindrix
Katress,Penking Lux,Mozzarina
Katress,Penking Lux,Lullu
Katress,Penking Lux,Eikthyrdeer Terra
Katress,Penking Lux,Dumud
Katress,Azurobe Cryst,Eikthyrdeer
Katress,Azurobe Cryst,Mozzarina
Katress,Azurobe Cryst,Lullu
Katress,Palumba,Yakumo
Katress,Palumba,Lovander
Katress,Palumba,Caprity
Katress,Whalaska,Loupmoon
Katress,Whalaska,Yakumo
Katress,Whalaska,Lovander
Katress,Braloha,Direhowl
Katress,Braloha,Vaelet
Katress,Neptilius,Ribbuny
Katress,Neptilius,Foxparks Cryst
Katress,Neptilius,Swee
Katress Ignis,Katress,Wixen
Katress Ignis,Katress Ignis,Katress Ignis
Wixen,Hoocrates,Loupmoon
Wixen,Hoocrates,Caprity
Wixen,Vixy,Reindrix
Wixen,Vixy,Melpaca
Wixen,Vixy,Celaray
Wixen,Gumoss,Cawgnito
Wixen,Gumoss,Gobfin Ignis
Wixen,Gumoss,Gobfin
Wixen,Jolthog Cryst,Fenglope
Wixen,Jolthog,Loupmoon
Wixen,Pengullet,Fenglope
Wixen,Pengullet,Verdash
Wixen,Rooby,Wixen
Wixen,Rooby,Nox
Wixen,Tanzee,Beegarde
Wixen,Tanzee,Cawgnito
Wixen,Tanzee,Gobfin
Wixen,Sparkit,Eikthyrdeer
Wixen,Sparkit,Caprity
Wixen,Sparkit,Mozzarina
Wixen,Fuack,Felbat
Wixen,Fuack,Verdash
Wixen,Fuack,Robinquill Terra
Wixen,Foxparks,Lovander
Wixen,Foxparks,Eikthyrdeer
Wixen,Foxparks,Caprity
Wixen,Lifmunk,Dumud
Wixen,Lifmunk,Eikthyrdeer Terra
Wixen,Lifmunk,Melpaca
Wixen,Lifmunk,Mozzarina
Wixen,Chikipi,Broncherry Aqua
Wixen,Chikipi,Dinossom
Wixen,Chikipi,Kitsun
Wixen,Cattiva,Broncherry
Wixen,Cattiva,Reindrix
Wixen,Cattiva,Celaray
Wixen,Lamball,Broncherry
Wixen,Lamball,Digtoise
Wixen,Lamball,Celaray
Wixen,Bristla,Felbat
Wixen,Bristla,Robinquill Terra
Wixen,Bristla,Robinquill
Wixen,Mozzarina,Flambelle
Wixen,Mozzarina,Hangyu Cryst
Wixen,Mozzarina,Hangyu
Wixen,Flopie,Vaelet
Wixen,Flopie,Gorirat
Wixen,Tocotoco,Fenglope
Wixen,Tocotoco,Verdash
Wixen,Tocotoco,Robinquill Terra
Wixen,Direhowl,Kelpsea Ignis
Wixen,Direhowl,Kelpsea
Wixen,Direhowl,Flopie
Wixen,Mau Cryst,Reindrix
Wixen,Mau Cryst,Dumud
Wixen,Mau Cryst,Eikthyrdeer Terra
Wixen,Mau Cryst,Melpaca
Wixen,Mau,Broncherry Aqua
Wixen,Mau,Broncherry
Wixen,Mau,Digtoise
Wixen,Killamari,Vaelet
Wixen,Killamari,Gorirat
Wixen,Killamari,Galeclaw
Wixen,Fuddler,Lunaris
Wixen,Fuddler,Leezpunk
Wixen,Fuddler,Gobfin Ignis
Wixen,Nox,Wixen
Wixen,Nox,Maraith
Wixen,Nox,Leezpunk Ignis
Wixen,Rushoar,Dazzi
Wixen,Rushoar,Woolipop
Wixen,Daedream,Lunaris
Wixen,Daedream,Gobfin Ignis
Wixen,Daedream,Gobfin
Wixen,Cremis,Broncherry
Wixen,Cremis,Reindrix
Wixen,Cremis,Celaray
Wixen,Depresso,Lovander
Wixen,Depresso,Loupmoon
Wixen,Teafant,Broncherry Aqua
Wixen,Teafant,Digtoise
Wixen,Teafant,Kitsun
Wixen,Hoocrates,Lovander
Wixen,Galeclaw,Swee
Wixen,Leezpunk,Dazzi
Wixen,Cawgnito,Kelpsea
Wixen,Ribbuny,Felbat
Wixen,Ribbuny,Robinquill
Wixen,Ribbuny,Galeclaw
Wixen,Eikthyrdeer,Flambelle
Wixen,Caprity,Flambelle
Wixen,Woolipop,Maraith
Wixen,Woolipop,Leezpunk Ignis
Wixen,Hangyu Cryst,Dumud
Wixen,Hangyu Cryst,Eikthyrdeer Terra
Wixen,Hangyu,Dumud
Wixen,Hangyu,Eikthyrdeer Terra
Wixen,Dazzi,Lunaris
Wixen,Beegarde,Kelpsea Ignis
Wixen,Beegarde,Kelpsea
Wixen,Gorirat,Swee
Wixen,Robinquill,Swee
Wixen,Vaelet,Kelpsea Ignis
Wixen,Wixen,Wixen
Wixen,Lifmunk,Lullu
Wixen,Sparkit,Lullu
Wixen,Jolthog,Yakumo
Wixen,Hoocrates,Yakumo
Wixen,Depresso,Yakumo
Wixen,Rushoar,Mimog
Wixen,Nox,Wixen Noct
Wixen,Killamari,Gorirat Terra
Wixen,Hangyu,Lullu
Wixen,Hangyu Cryst,Lullu
Wixen,Woolipop,Wixen Noct
Wixen,Woolipop,Kikit
Wixen,Ribbuny,Gorirat Terra
Wixen,Leezpunk,Mimog
Wixen,Leezpunk Ignis,Mimog
Wixen,Swee,Gorirat Terra
Wixen,Dazzi,Kikit
Wixen,Kikit,Mimog
Wixen,Chikipi,Celesdir
Wixen,Chikipi,Tarantriss
Wixen,Chikipi,Fenglope Lux
Wixen,Teafant,Tarantriss
Wixen,Teafant,Fenglope Lux
Wixen,Mau,Fenglope Lux
Wixen,Mau,Caprity Noct
Wixen,Lamball,Caprity Noct
Wixen,Cattiva,Caprity Noct
Wixen,Fuddler,Dazzi Noct
Wixen,Dazzi,Dazzi Noct
Wixen,Ribbuny Botan,Dazzi Noct
Wixen,Mimog,Dazzi Noct
Wixen,Rushoar,Ribbuny Botan
Wixen,Kikit,Ribbuny Botan
Wixen,Leezpunk,Ribbuny Botan
Wixen,Lunaris,Ribbuny Botan
Wixen,Gobfin,Smokie
Wixen,Cawgnito,Smokie
Wixen,Beegarde,Smokie
Wixen,Galeclaw,Foxparks Cryst
Wixen,Gorirat Terra,Foxparks Cryst
Wixen,Robinquill,Foxparks Cryst
Wixen,Felbat,Foxparks Cryst
Wixen,Herbil,Dumud
Wixen,Herbil,Melpaca
Wixen,Herbil,Reindrix
Wixen,Herbil,Celaray
Wixen,Jellroy,Yakumo
Wixen,Jellroy,Lovander
Wixen,Jellroy,Caprity
Wixen,Jellroy,Eikthyrdeer
Wixen,Jelliette,Loupmoon
Wixen,Jelliette,Yakumo
Wixen,Jelliette,Lovander
Wixen,Jelliette,Caprity
Wixen,Munchill,Robinquill Terra
Wixen,Munchill,Verdash
Wixen,Munchill,Fenglope
Wixen,Pengullet Lux,Galeclaw
Wixen,Pengullet Lux,Gorirat Terra
Wixen,Pengullet Lux,Robinquill
Wixen,Pengullet Lux,Felbat
Wixen,Finsider,Gorirat
Wixen,Finsider,Galeclaw
Wixen,Finsider,Gorirat Terra
Wixen,Finsider,Robinquill
Wixen,Fuack Ignis,Vaelet
Wixen,Fuack Ignis,Gorirat
Wixen,Fuack Ignis,Galeclaw
Wixen,Fuack Ignis,Gorirat Terra
Wixen,Finsider Ignis,Cawgnito
Wixen,Finsider Ignis,Beegarde
Wixen,Finsider Ignis,Direhowl
Wixen,Finsider Ignis,Turtacle Terra
Wixen,Killamari Primo,Gobfin
Wixen,Killamari Primo,Cawgnito
Wixen,Killamari Primo,Beegarde
Wixen,Killamari Primo,Turtacle Terra
Wixen,Gloopie,Leezpunk Ignis
Wixen,Gloopie,Rushoar
Wixen,Gloopie,Kikit
Wixen,Gloopie,Leezpunk
Wixen,Turtacle,Daedream
Wixen,Turtacle,Fuddler
Wixen,Turtacle,Dazzi
Wixen,Turtacle Terra,Kelpsea Ignis
Wixen,Turtacle Terra,Kelpsea
Wixen,Turtacle Terra,Tanzee
Wixen,Dumud Gild,Mau
Wixen,Dumud Gild,Lamball
Wixen,Dumud Gild,Cattiva
Wixen,Celaray Lux,Chikipi
Wixen,Celaray Lux,Teafant
Wixen Noct,Wixen Noct,Wixen Noct
Verdash,Hoocrates,Incineram
Verdash,Vixy,Elphidran Aqua
Verdash,Vixy,Elphidran
Verdash,Gumoss,Tombat
Verdash,Gumoss,Rayhound
Verdash,Jolthog Cryst,Vanwyrm Cryst
Verdash,Jolthog,Vanwyrm Cryst
Verdash,Penking,Cremis
Verdash,Pengullet,Bushi
Verdash,Rooby,Broncherry Aqua
Verdash,Rooby,Dinossom
Verdash,Rooby,Kitsun
Verdash,Tanzee,Rayhound
Verdash,Sparkit,Anubis
Verdash,Sparkit,Incineram Noct
Verdash,Fuack,Vanwyrm
Verdash,Foxparks,Incineram Noct
Verdash,Foxparks,Incineram
Verdash,Lifmunk,Surfent Terra
Verdash,Lifmunk,Surfent
Verdash,Chikipi,Wumpo Botan
Verdash,Chikipi,Cinnamoth
Verdash,Cattiva,Elphidran Aqua
Verdash,Cattiva,Penking
Verdash,Lamball,Grintale
Verdash,Lamball,Penking
Verdash,Gobfin,Dumud
Verdash,Gobfin,Eikthyrdeer Terra
Verdash,Gobfin,Melpaca
Verdash,Bristla,Blazehowl Noct
Verdash,Bristla,Vanwyrm
Verdash,Mozzarina,Beegarde
Verdash,Mozzarina,Cawgnito
Verdash,Flopie,Blazehowl
Verdash,Flopie,Katress
Verdash,Tocotoco,Bushi
Verdash,Direhowl,Eikthyrdeer
Verdash,Direhowl,Caprity
Verdash,Celaray,Lunaris
Verdash,Celaray,Leezpunk
Verdash,Mau Cryst,Elphidran
Verdash,Mau Cryst,Surfent Terra
Verdash,Mau,Azurobe
Verdash,Mau,Grintale
Verdash,Killamari,Katress
Verdash,Fuddler,Foxcicle
Verdash,Nox,Dinossom Lux
Verdash,Nox,Chillet
Verdash,Rushoar,Broncherry
Verdash,Rushoar,Digtoise
Verdash,Daedream,Tombat
Verdash,Daedream,Foxcicle
Verdash,Cremis,Elphidran Aqua
Verdash,Cremis,Elphidran
Verdash,Teafant,Azurobe
Verdash,Teafant,Cinnamoth
Verdash,Loupmoon,Gorirat
Verdash,Loupmoon,Galeclaw
Verdash,Leezpunk Ignis,Broncherry Aqua
Verdash,Leezpunk Ignis,Digtoise
Verdash,Leezpunk,Broncherry
Verdash,Dumud,Cawgnito
Verdash,Incineram Noct,Flambelle
Verdash,Incineram,Flambelle
Verdash,Ribbuny,Blazehowl Noct
Verdash,Ribbuny,Univolt
Verdash,Eikthyrdeer Terra,Cawgnito
Verdash,Eikthyrdeer,Beegarde
Verdash,Caprity,Vaelet
Verdash,Woolipop,Chillet
Verdash,Woolipop,Arsox
Verdash,Hangyu Cryst,Anubis
Verdash,Hangyu Cryst,Surfent Terra
Verdash,Hangyu Cryst,Surfent
